year,city,state,shape,latitude,longitude
1999,Elyria,OH,Pyramid,41.3683333,-82.1077778
1999,New York City (Manhattan),NY,Other,40.7141667,-74.0063889
1999,Norman,OK,Cylinder,35.2225,-97.4391667
1999,Las Vegas,NV,Formation,36.175,-115.1363889
1999,Miami,FL,Other,25.7738889,-80.1938889
1999,Independence,MO,Chevron,39.0911111,-94.4152778
1999,Missoula,MT,Pyramid,46.8722222,-113.9930556
1999,Albany,OR,Sphere,44.6366667,-123.1047222
1999,Miami,OK,Sphere,36.8744444,-94.8772222
1999,Breezewood,PA,Sphere,39.9991667,-78.2388889
1999,Scottsdale,AZ,Cylinder,33.5091667,-111.8983333
1999,Palominas (Near Ft. Huachuca),AZ,Pyramid,31.3797222,-110.1177778
1999,Port Townsend,WA,Pyramid,48.1172222,-122.7591667
1999,Phoenix,AZ,Sphere,33.4483333,-112.0733333
1999,Tulsa,OK,Other,36.1538889,-95.9925
1999,Little Falls (North Of),MN,Formation,45.9763889,-94.3622222
1999,Santa Fe,NM,Disk,35.6869444,-105.9372222
1999,Florence,KY,Pyramid,38.9988889,-84.6266667
1999,Pittsburgh,PA,Other,40.4405556,-79.9961111
1999,Boscobel,WI,Formation,43.1344444,-90.7052778
1999,Lansing,MI,Sphere,42.7325,-84.5555556
1999,Prescott,AZ,Formation,34.54,-112.4677778
1999,Yonkers,NY,Formation,40.9311111,-73.8991667
1999,El Paso,TX,Pyramid,31.7586111,-106.4863889
1999,Mead  (Near Spokane),WA,Formation,47.7675,-117.3538889
1999,Warrensville,NC,Sphere,36.4605556,-81.5191667
1999,Nashville,TN,Formation,36.1658333,-86.7844444
1999,Raymond,NH,Pyramid,43.0361111,-71.1838889
1999,Lexington,MA,Sphere,42.4472222,-71.225
1999,Columbia (East Of&#44 Near Little Dixie Conservation Area),MO,Pyramid,38.9516667,-92.3338889
1999,Clines Corners (I-40 Eastbound),NM,Formation,35.0094444,-105.6686111
1999,Conconully (Conconully Lake),WA,Formation,48.5575,-119.7486111
1999,Millersburg,MO,Pyramid,38.8986111,-92.1233333
1999,Holden,MA,Sphere,42.3516667,-71.8638889
1999,Lewistown,MO,Formation,40.0861111,-91.8130556
1999,Fairfield,ME,Formation,44.5883333,-69.5991667
1999,Old Westbury,NY,Disk,40.7886111,-73.6
1999,Fremont,IN,Diamond,41.7308333,-84.9327778
1999,Sierra Vista,AZ,Sphere,31.5544444,-110.3030556
1999,Taylor,MI,Sphere,42.2408333,-83.2697222
1999,Kansas City,MO,Other,39.0997222,-94.5783333
1999,Newbern,TN,Formation,36.1127778,-89.2616667
1999,Breckenridge,TX,Other,32.7555556,-98.9019444
1999,Seattle,WA,Chevron,47.6063889,-122.3308333
1999,Ellis,KS,Formation,38.9380556,-99.5602778
1999,Ellis,KS,Sphere,38.9380556,-99.5602778
1999,Yerington,NV,Chevron,38.9858333,-119.1619444
1999,Phoenix,AZ,Sphere,33.4483333,-112.0733333
1999,Buffalo,NY,Pyramid,42.8863889,-78.8786111
1999,Copeville,TX,Pyramid,33.0794444,-96.4152778
1999,Stockbridge,GA,Pyramid,33.5441667,-84.2338889
1999,Geyserville,CA,Other,38.7077778,-122.9013889
1999,Conway (At Salltillo Heights Community),AR,Sphere,35.0886111,-92.4419444
1999,Redwood Shores,CA,Other,37.5319444,-122.2469444
1999,San Mateo,CA,Disk,37.5630556,-122.3244444
1999,Chattanooga,TN,Pyramid,35.0455556,-85.3097222
1999,Danville,KY,Formation,37.6455556,-84.7722222
1999,The Colony,TX,Pyramid,33.0888889,-96.8861111
1999,Houston,TX,Sphere,29.7630556,-95.3630556
1999,Chatsworth (Fort Mountain),GA,Sphere,34.7658333,-84.77
1999,Signal Mountain,TN,Cylinder,35.1225,-85.3438889
1999,Moab,UT,Sphere,38.5733333,-109.5491667
1999,Charlotte,NC,Cylinder,35.2269444,-80.8433333
1999,Jacksonville,FL,Chevron,30.3319444,-81.6558333
1999,Covington,WA,Other,47.3483333,-122.1136111
1999,Los Angeles,CA,Chevron,34.0522222,-118.2427778
1999,Ventura,CA,Other,34.2783333,-119.2922222
1999,Bellevue,WA,Formation,47.6105556,-122.1994444
1999,Page (Lake Powell),AZ,Sphere,36.9086111,-111.4727778
1999,Atlanta (South Side Of&#44 Forest Park),GA,Other,33.7488889,-84.3880556
1999,Van Nuys,CA,Pyramid,34.1866667,-118.4480556
1999,Mesa,AZ,Formation,33.4222222,-111.8219444
1999,Everson,WA,Other,48.9202778,-122.3413889
1999,Bozeman,MT,Other,45.6797222,-111.0377778
1999,Indianapolis (Southeast),IN,Formation,39.7683333,-86.1580556
1999,Superior,CO,Formation,39.9527778,-105.1680556
1999,Apache Junction (East Of),AZ,Other,33.415,-111.5488889
1999,Sphere Rock,TX,Sphere,30.5080556,-97.6786111
1999,Conway,AR,Pyramid,35.0886111,-92.4419444
1999,Seattle,WA,Sphere,47.6063889,-122.3308333
1999,Boise,ID,Formation,43.6136111,-116.2025
1999,Stevensville,MT,Other,46.51,-114.0922222
1999,Stevensville,MT,Other,46.51,-114.0922222
1999,Temple,TX,Cylinder,31.0980556,-97.3425
1999,Spanaway,WA,Other,47.1041667,-122.4333333
1999,Shoreline,WA,Sphere,47.7558333,-122.3402778
1999,Amity,OR,Sphere,45.1158333,-123.2061111
1999,Milwaukee,WI,Sphere,43.0388889,-87.9063889
1999,Montesano,WA,Sphere,46.9813889,-123.6013889
1999,Tumwater,WA,Sphere,47.0075,-122.9080556
1999,Portland (40 Mi. West Of),OR,Sphere,45.5236111,-122.675
1999,Kingston,WA,Formation,47.7988889,-122.4969444
1999,Lewistown,IL,Other,40.3930556,-90.1547222
1999,Lakeville (South Of Twin Cities About 15 Miles),MN,Formation,44.6497222,-93.2425
1999,Kansas City,MO,Cylinder,39.0997222,-94.5783333
1999,Tehachapi,CA,Chevron,35.1322222,-118.4480556
1999,Lancaster,PA,Formation,40.0377778,-76.3058333
1999,Auburn,WA,Formation,47.3075,-122.2272222
1999,Tigard (12 Mi So Of Portland&#44 Exit 290 I 5),OR,Formation,45.4313889,-122.7702778
1999,Alhambra,CA,Formation,34.0952778,-118.1261111
1999,Tulsa,OK,Chevron,36.1538889,-95.9925
1999,Lewiston,NY,Other,43.1725,-79.0361111
1999,Prairie City,OR,Cylinder,44.4633333,-118.7088889
1999,Tracy,CA,Other,37.7397222,-121.4241667
1999,Newport,OR,Other,44.6369444,-124.0522222
1999,Vicksburg,MS,Sphere,32.3525,-90.8777778
1999,Kalispell,MT,Chevron,48.1958333,-114.3119444
1999,Ripley,TN,Rectangle,35.7452778,-89.5297222
1999,Klamath Falls,OR,Sphere,42.225,-121.7805556
1999,Hamilton,OH,Cylinder,39.3994444,-84.5613889
1999,Irvine,CA,Diamond,33.6694444,-117.8222222
1999,Daytona Beach,FL,Other,29.2105556,-81.0230556
1999,Sikeston,MO,Formation,36.8766667,-89.5877778
1999,Rocklin (Outside Of Sacramento),CA,Other,38.7908333,-121.2347222
1999,Erie,CO,Cylinder,40.0502778,-105.0494444
1999,Hayward,CA,Cylinder,37.6688889,-122.0797222
1999,Hayward,CA,Disk,37.6688889,-122.0797222
1999,Norwood,PA,Pyramid,39.8916667,-75.3
1999,Mesa,AZ,Formation,33.4222222,-111.8219444
1999,Iowa City,IA,Sphere,41.6611111,-91.53
1999,Baldwin,WI,Formation,44.9666667,-92.3741667
1999,Downers Grove,IL,Sphere,41.8088889,-88.0111111
1999,Gardena (Los Angeles County),CA,Chevron,33.8883333,-118.3080556
1999,Florence,MS,Other,32.1533333,-90.1311111
1999,Corinne,UT,Disk,41.5511111,-112.1094444
1999,Arlington,TX,Sphere,32.7355556,-97.1077778
1999,Huntington Beach,CA,Sphere,33.6602778,-117.9983333
1999,Lawrenceville,GA,Pyramid,33.9561111,-83.9880556
1999,Yadkinville,NC,Sphere,36.1344444,-80.6597222
1999,Bullhead City,AZ,Formation,35.1477778,-114.5675
1999,Reseda,CA,Sphere,34.2011111,-118.5355556
1999,Costa Mesa,CA,Formation,33.6411111,-117.9177778
1999,Dallas,TX,Pyramid,32.7833333,-96.8
1999,Carthage,TX,Pyramid,32.1572222,-94.3372222
1999,Cookstown,NJ,Cylinder,40.0488889,-74.5627778
1999,Concord (Near),NC,Other,35.4086111,-80.5797222
1999,Clinton,SC,Pyramid,34.4725,-81.8808333
1999,Oshkosh,WI,Cylinder,44.0247222,-88.5425
1999,Charlotte,NC,Formation,35.2269444,-80.8433333
1999,Moravia,NY,Formation,42.7125,-76.4219444
1999,Tacoma,WA,Pyramid,47.2530556,-122.4430556
1999,Melbourne Beach,FL,Pyramid,28.0680556,-80.5605556
1999,Studio City,CA,Pyramid,34.1486111,-118.3955556
1999,Westmont,IL,Sphere,41.7958333,-87.9755556
1999,Chicago (Southwest Suburbs Of),IL,Other,41.85,-87.65
1999,Petal,MS,Pyramid,31.3463889,-89.26
1999,Laurel,MS,Sphere,31.6938889,-89.1305556
1999,Kansas City  (Over The Metro Area),MO,Sphere,39.0997222,-94.5783333
1999,Austin,TX,Sphere,30.2669444,-97.7427778
1999,Tucson,AZ,Sphere,32.2216667,-110.9258333
1999,Knoxville,TN,Other,35.9605556,-83.9208333
1999,Augusta,KS,Formation,37.6866667,-96.9763889
1999,Cedar Rapids,IA,Sphere,42.0083333,-91.6438889
1999,Little Rock,AR,Other,34.7463889,-92.2894444
1999,Phoenix,AZ,Other,33.4483333,-112.0733333
1999,Rachel,NV,Formation,37.6447222,-115.7427778
1999,Tuscaloosa,AL,Sphere,33.2097222,-87.5691667
1999,Ocean City,MD,Formation,38.3363889,-75.0852778
1999,Bozeman,MT,Formation,45.6797222,-111.0377778
1999,Carpinteria (Near),CA,Formation,34.3988889,-119.5175
1999,La Jolla,CA,Pyramid,32.8472222,-117.2733333
1999,Woodbridge,VA,Sphere,38.6580556,-77.25
1999,San Diego,CA,Chevron,32.7152778,-117.1563889
1999,Tracy (15 Miles South Of),CA,Disk,37.7397222,-121.4241667
1999,La Grande (10 Miles East Of),OR,Rectangle,45.3247222,-118.0866667
1999,Smithville,TX,Sphere,30.0083333,-97.1591667
1999,Houston,TX,Cylinder,29.7630556,-95.3630556
1999,San Diego  (Spring Valley) (20 Mi. E Of Sd Airport),CA,Sphere,32.7152778,-117.1563889
1999,Denver,CO,Sphere,39.7391667,-104.9841667
1999,Rochelle,IL,Sphere,41.9238889,-89.0686111
1999,Graham,WA,Other,47.0530556,-122.2930556
1999,Nassau,NY,Pyramid,42.5158333,-73.6105556
1999,Clinton (Southern End Of Whidbey Island),WA,Other,47.9786111,-122.3544444
1999,Imperial Beach,CA,Sphere,32.5838889,-117.1122222
1999,Auburn,GA,Rectangle,34.0136111,-83.8277778
1999,Auburn,GA,Sphere,34.0136111,-83.8277778
1999,Turner,OR,Sphere,44.8433333,-122.9516667
1999,Anson,ME,Sphere,44.7983333,-69.8897222
1999,Duncanville,TX,Pyramid,32.6516667,-96.9080556
1999,Clackamas,OR,Sphere,45.4077778,-122.5691667
1999,Tacoma,WA,Sphere,47.2530556,-122.4430556
1999,Beaverton (Northwest Area),OR,Sphere,45.4872222,-122.8025
1999,Salem,OR,Formation,44.9430556,-123.0338889
1999,Seattle,WA,Sphere,47.6063889,-122.3308333
1999,Wilsonville (Exit&#44 I-5&#44 1 Mile N Of),OR,Sphere,45.3,-122.7725
1999,Trail,OR,Sphere,42.6486111,-122.8094444
1999,Trail,OR,Sphere,42.6486111,-122.8094444
1999,Tacoma,WA,Sphere,47.2530556,-122.4430556
1999,Kennesaw,GA,Cylinder,34.0233333,-84.6155556
1999,Broomfield,CO,Other,39.9205556,-105.0861111
1999,Rochester (Mn)/To Lacrosse (Wi)  (Driving),MN,Formation,44.0216667,-92.4697222
1999,Mount Vernon,WA,Sphere,48.4213889,-122.3327778
1999,Gillette,WY,Other,44.2911111,-105.5016667
1999,Houston,TX,Sphere,29.7630556,-95.3630556
1999,Tampa,FL,Sphere,27.9472222,-82.4586111
1999,Rosemount,MN,Pyramid,44.7394444,-93.1255556
1999,Chesapeake,VA,Other,36.8188889,-76.2752778
1999,Houston,TX,Chevron,29.7630556,-95.3630556
1999,Tucson,AZ,Pyramid,32.2216667,-110.9258333
1999,Wichita,KS,Formation,37.6922222,-97.3372222
1999,St. Petersburg (50 Se Of),FL,Other,27.7705556,-82.6794444
1999,Angleton (5 Miles North),TX,Cross,29.1691667,-95.4316667
1999,Manchester (St.Louis),MO,Disk,38.5969444,-90.5091667
1999,Pyramidstoga,PA,Formation,39.9405556,-76.3466667
1999,Austin,TX,Other,30.2669444,-97.7427778
1999,Goose Creek,SC,Disk,32.9808333,-80.0327778
1999,Elkton,MD,Other,39.6066667,-75.8336111
1999,Springfield,MA,Formation,42.1013889,-72.5902778
1999,Bellevue,WA,Sphere,47.6105556,-122.1994444
1999,Munds Park,AZ,Pyramid,34.9455556,-111.6394444
1999,Bel Air,MD,Pyramid,39.5358333,-76.3486111
1999,Lakeside,CA,Diamond,32.8572222,-116.9213889
1999,Tyler,TX,Formation,32.3511111,-95.3008333
1999,Detroit Lakes (18 Miles East Of),MN,Pyramid,46.8172222,-95.845
1999,Los Angeles (Metropolitan Area - Koreatown),CA,Pyramid,34.0522222,-118.2427778
1999,Fairfield (Shiloh Rd.),CA,Sphere,38.2494444,-122.0388889
1999,Port Orange,FL,Disk,29.1380556,-80.9958333
1999,Leesburg,FL,Other,28.8105556,-81.8780556
1999,Paradise (Just East Of; Yankee Hill),CA,Other,39.7597222,-121.6208333
1999,Los Angeles,CA,Sphere,34.0522222,-118.2427778
1999,Dallas (North Of Dfw),TX,Formation,32.7833333,-96.8
1999,Cornwall Bridge,CT,Disk,41.8186111,-73.3713889
1999,Newark,DE,Sphere,39.6836111,-75.75
1999,Corpus Christi,TX,Sphere,27.8002778,-97.3961111
1999,Los Angeles,CA,Other,34.0522222,-118.2427778
1999,Chicago,IL,Other,41.85,-87.65
1999,Henderson,KY,Formation,37.8361111,-87.59
1999,House Springs,MO,Formation,38.4088889,-90.57
1999,Flagstaff,AZ,Other,35.1980556,-111.6505556
1999,Valatie,NY,Pyramid,42.4133333,-73.6736111
1999,Florence,SC,Sphere,34.1952778,-79.7627778
1999,El Centro (50 Miles West Of&#44 On Hwy 8),CA,Cylinder,32.7919444,-115.5622222
1999,Fallbrook,CA,Sphere,33.3763889,-117.2502778
1999,Pflugerville,TX,Formation,30.4391667,-97.6197222
1999,Bensalem,PA,Formation,40.1044444,-74.9516667
1999,Wauwatosa,WI,Cylinder,43.0494444,-88.0075
1999,Newberg,OR,Other,45.3002778,-122.9719444
1999,Gilbert,MN,Sphere,47.4888889,-92.4647222
1999,Scappoose,OR,Sphere,45.7544444,-122.8763889
1999,Las Vegas,NV,Sphere,36.175,-115.1363889
1999,San Ramon,CA,Sphere,37.78,-121.9769444
1999,South Bend,IN,Pyramid,41.6833333,-86.25
1999,Lebanon,OR,Cylinder,44.5366667,-122.9058333
1999,New York City (Staten Island),NY,Cylinder,40.7141667,-74.0063889
1999,Danville,CA,Sphere,37.8216667,-121.9988889
1999,San Diego,CA,Sphere,32.7152778,-117.1563889
1999,Rohnert Park,CA,Sphere,38.3397222,-122.7
1999,Notrees (Close To Odessa Tx),TX,Formation,31.9172222,-102.7552778
1999,Clear Lake,TX,Other,33.0780556,-96.495
1999,Torrance,CA,Pyramid,33.8358333,-118.3397222
1999,Washington County,MO,Sphere,38.5580556,-91.0119444
1999,Howell,MI,Disk,42.6072222,-83.9294444
1999,New Orleans,LA,Cylinder,29.9544444,-90.075
1999,Denver,CO,Rectangle,39.7391667,-104.9841667
1999,Wyandotte,MI,Other,42.2141667,-83.15
1999,Gray,TN,Pyramid,36.4197222,-82.4766667
1999,Jackson,MS,Sphere,32.2986111,-90.1847222
1999,Los Angeles,CA,Formation,34.0522222,-118.2427778
1999,Boulder,CO,Formation,40.015,-105.27
1999,Corbett,OR,Formation,45.5319444,-122.29
1999,El Dorado Hills,CA,Formation,38.6858333,-121.0811111
1999,Asheville,NC,Other,35.6008333,-82.5541667
1999,Bolivar,TN,Formation,35.2561111,-88.9877778
1999,Addison,TX,Pyramid,32.9616667,-96.8288889
1999,Stuart,FL,Sphere,27.1972222,-80.2530556
1999,Sunland,CA,Other,34.2669444,-118.3013889
1999,Cumby,TX,Other,33.1372222,-95.8391667
1999,Grand Marsh,WI,Sphere,43.8869444,-89.7061111
1999,Geneva,IL,Other,41.8875,-88.3052778
1999,Yuma,AZ,Sphere,32.7252778,-114.6236111
1999,Murfreesboro,TN,Sphere,35.8455556,-86.3902778
1999,Cedar Rapids,IA,Sphere,42.0083333,-91.6438889
1999,Yelm,WA,Other,46.9422222,-122.6047222
1999,Ada,MI,Formation,42.9541667,-85.4888889
1999,Smithville,TN,Sphere,35.9605556,-85.8141667
1999,Millwood,KY,Formation,37.4502778,-86.3905556
1999,Griffith,IN,Formation,41.5283333,-87.4236111
1999,Dallas,TX,Formation,32.7833333,-96.8
1999,Diamond Bar,CA,Disk,34.0286111,-117.8094444
1999,Springfield,MO,Cylinder,37.2152778,-93.2980556
1999,Albany,NY,Sphere,42.6525,-73.7566667
1999,Burtons Bridge,IL,Sphere,42.2797222,-88.2288889
1999,Winona,MN,Sphere,44.05,-91.6391667
1999,Medina,OH,Sphere,41.1383333,-81.8638889
1999,Scottsdale,AZ,Pyramid,33.5091667,-111.8983333
1999,Chicago,IL,Sphere,41.85,-87.65
1999,Chicago,IL,Sphere,41.85,-87.65
1999,Kellogg (Outside Of),IA,Sphere,41.7180556,-92.9072222
1999,Lowell (Outside Of&#44 On I-65 Northbound),IN,Rectangle,41.2913889,-87.4205556
1999,Madison,WI,Sphere,43.0730556,-89.4011111
1999,Mequon,WI,Sphere,43.2363889,-87.9844444
1999,Mexico (7 Miles West Of),MO,Sphere,39.1697222,-91.8827778
1999,Nashville,IN,Sphere,39.2072222,-86.2511111
1999,Nashville (On I-24 &#4460 Mi. Southeast Of),TN,Sphere,36.1658333,-86.7844444
1999,Normal,IL,Sphere,40.5141667,-88.9905556
1999,Owenton (5 Miles South Of),KY,Formation,38.5363889,-84.8419444
1999,St. Louis,MO,Sphere,38.6272222,-90.1977778
1999,Vandalia,OH,Sphere,39.8905556,-84.1988889
1999,West Lima,WI,Sphere,44.6338889,-91.8727778
1999,Norwalk (Sml Town Just Sw Of Des Moines),IA,Sphere,41.4755556,-93.6786111
1999,Paddock Lake,WI,Sphere,42.5775,-88.105
1999,Appleton,WI,Sphere,44.2619444,-88.4152778
1999,Apple Valley,MN,Sphere,44.7319444,-93.2175
1999,Aurora,IL,Sphere,41.7605556,-88.32
1999,Barrington,IL,Formation,42.1538889,-88.1361111
1999,Chicago,IL,Sphere,41.85,-87.65
1999,Cookeville,TN,Sphere,36.1627778,-85.5016667
1999,Downers Grove,IL,Chevron,41.8088889,-88.0111111
1999,Durant (Rural),IA,Sphere,41.5997222,-90.9105556
1999,Fairfield,IA,Sphere,41.0086111,-91.9625
1999,Jamestown,TN,Formation,36.4275,-84.9319444
1999,Jamestown,TN,Formation,36.4275,-84.9319444
1999,Milwaukee,WI,Sphere,43.0388889,-87.9063889
1999,Mundelein,IL,Sphere,42.2630556,-88.0038889
1999,Onalaska,WI,Sphere,43.8844444,-91.235
1999,Racine,WI,Sphere,42.7261111,-87.7827778
1999,Shawano,WI,Cylinder,44.7822222,-88.6088889
1999,St. Louis (Fenton),MO,Sphere,38.6272222,-90.1977778
1999,St. Louis (Metro Area),MO,Sphere,38.6272222,-90.1977778
1999,St. Peters,MO,Sphere,38.8002778,-90.6263889
1999,Onton,KY,Sphere,37.555,-87.4369444
1999,Woodstock,IL,Sphere,42.3147222,-88.4486111
1999,Hebron,IN,Other,41.3186111,-87.2002778
1999,St. Louis,MO,Formation,38.6272222,-90.1977778
1999,Gallatin,TN,Sphere,36.3883333,-86.4466667
1999,Taylorville,IL,Formation,39.5488889,-89.2944444
1999,Grand Rapids,MI,Formation,42.9633333,-85.6680556
1999,State College (28 Miles Se Of  On Rt 322W),PA,Sphere,40.7933333,-77.8602778
1999,Sycamore,IL,Sphere,41.9888889,-88.6866667
1999,Elberfeld,IN,Sphere,38.1597222,-87.4483333
1999,Houston,TX,Formation,29.7630556,-95.3630556
1999,Ashland,KY,Formation,38.4783333,-82.6380556
1999,Louisville,KY,Formation,38.2541667,-85.7594444
1999,Avilla,IN,Sphere,41.3658333,-85.2388889
1999,Chicago,IL,Pyramid,41.85,-87.65
1999,Chillicothe,OH,Formation,39.3330556,-82.9825
1999,Cincinnati (Eastern Outskirts),OH,Sphere,39.1619444,-84.4569444
1999,Cleveland (Northern),WI,Sphere,43.915,-87.7472222
1999,Cleveland,OH,Formation,41.4994444,-81.6955556
1999,Columbus,MI,Other,42.8822222,-82.6625
1999,Columbus,OH,Sphere,39.9611111,-82.9988889
1999,Detroit,MI,Other,42.3313889,-83.0458333
1999,East Lansing,MI,Other,42.7369444,-84.4838889
1999,Hadley,MI,Sphere,42.9544444,-83.4033333
1999,Hilton,NY,Formation,43.2880556,-77.7936111
1999,Louisville,KY,Formation,38.2541667,-85.7594444
1999,Manitowoc Rapids,WI,Sphere,44.0991667,-87.7008333
1999,Michigan City,IN,Formation,41.7075,-86.895
1999,Middletown,OH,Pyramid,39.515,-84.3983333
1999,Mount Vernon,OH,Cylinder,40.3933333,-82.4858333
1999,North Royalton,OH,Sphere,41.3136111,-81.7247222
1999,Rockford,MI,Sphere,43.12,-85.56
1999,South Lyon,MI,Sphere,42.4605556,-83.6516667
1999,Sterling Heights,MI,Sphere,42.5802778,-83.0302778
1999,Toledo,OH,Sphere,41.6638889,-83.5552778
1999,Two Rivers,WI,Sphere,44.1538889,-87.5691667
1999,Waterford,MI,Sphere,42.7022222,-83.4027778
1999,Jackson,OH,Sphere,39.0519444,-82.6366667
1999,Westerville,OH,Sphere,40.1261111,-82.9291667
1999,Kewadin,MI,Sphere,44.9286111,-85.3730556
1999,Kewadin,MI,Sphere,44.9286111,-85.3730556
1999,Birch Run,MI,Formation,43.2508333,-83.7941667
1999,Jeffersonville,IN,Sphere,38.2775,-85.7372222
1999,Lebanon,OH,Sphere,39.4352778,-84.2030556
1999,Louisville (45 Miles Southeast Of),KY,Other,38.2541667,-85.7594444
1999,Springfield,OH,Sphere,39.9241667,-83.8088889
1999,West Chester,OH,Sphere,39.0875,-81.9227778
1999,Anna,OH,Formation,40.3944444,-84.1727778
1999,Baldwin,MI,Sphere,43.9011111,-85.8516667
1999,Cincinnati,OH,Formation,39.1619444,-84.4569444
1999,Cleveland,OH,Sphere,41.4994444,-81.6955556
1999,Englewood Cliffs,NJ,Sphere,40.8852778,-73.9527778
1999,Fairborn,OH,Other,39.8208333,-84.0194444
1999,Greenville,IN,Cylinder,38.3725,-85.9863889
1999,Hilliard ( Western Suburb Of Columbus),OH,Formation,40.0333333,-83.1583333
1999,Howell (5 Mi. N Of&#44 On A Dark Country Road),MI,Formation,42.6072222,-83.9294444
1999,Hudson,OH,Other,41.24,-81.4408333
1999,Indianapolis,IN,Formation,39.7683333,-86.1580556
1999,Kearneysville,WV,Formation,39.3880556,-77.8858333
1999,Madison,IN,Other,38.7358333,-85.38
1999,Napoleon,OH,Sphere,41.3922222,-84.1252778
1999,Norwalk,OH,Other,41.2425,-82.6158333
1999,Springfield,OH,Formation,39.9241667,-83.8088889
1999,Terre Haute,IN,Sphere,39.4666667,-87.4138889
1999,Whitmore Lake,MI,Sphere,42.4394444,-83.7438889
1999,Parma,OH,Sphere,41.4047222,-81.7230556
1999,Sterling Heights,MI,Sphere,42.5802778,-83.0302778
1999,Shrewsbury,PA,Sphere,39.7686111,-76.68
1999,Dearborn Heights,MI,Sphere,42.3369444,-83.2733333
1999,South Point,OH,Sphere,38.4177778,-82.5863889
1999,Vicksburg,MI,Sphere,42.12,-85.5327778
1999,St. Johns,MI,Other,43.0011111,-84.5591667
1999,Cleveland,OH,Disk,41.4994444,-81.6955556
1999,Columbus Grove,OH,Sphere,40.9194444,-84.0569444
1999,Columbus,OH,Formation,39.9611111,-82.9988889
1999,Crestwood,KY,Cylinder,38.3241667,-85.4725
1999,Detroit (North Of&#44 Driving East On I-696),MI,Formation,42.3313889,-83.0458333
1999,Detroit (Or Windsor&#44 Ont),MI,Formation,42.3313889,-83.0458333
1999,Holland,OH,Formation,41.6216667,-83.7116667
1999,Indianapolis,IN,Sphere,39.7683333,-86.1580556
1999,Joppatowne,MD,Formation,39.4577778,-76.3555556
1999,Louisville,KY,Sphere,38.2541667,-85.7594444
1999,Mechanicsburg,PA,Formation,40.2141667,-77.0088889
1999,Strongsville  (Suburb Of Cleveland),OH,Sphere,41.3144444,-81.8358333
1999,Hamilton (Hanover Twp),OH,Sphere,39.3994444,-84.5613889
1999,South Lyon,MI,Sphere,42.4605556,-83.6516667
1999,Chicago,IL,Sphere,41.85,-87.65
1999,Cincinnati,OH,Sphere,39.1619444,-84.4569444
1999,Cleveland,OH,Sphere,41.4994444,-81.6955556
1999,Swartz Creek,MI,Formation,42.9572222,-83.8305556
1999,Urbana,OH,Formation,40.1083333,-83.7525
1999,San Manuel,AZ,Pyramid,32.5997222,-110.6302778
1999,Duncannon,PA,Sphere,40.3980556,-77.0233333
1999,Lehighton,PA,Formation,40.8336111,-75.7141667
1999,Flint,MI,Formation,43.0125,-83.6875
1999,Harvey,LA,Formation,29.9033333,-90.0772222
1999,Kelseyville,CA,Formation,38.9780556,-122.8383333
1999,Alameda,CA,Chevron,37.7652778,-122.2405556
1999,Rochester Hills,MI,Other,42.6583333,-83.15
1999,Crystal Lake,IL,Sphere,42.2411111,-88.3161111
1999,Simpsonville,KY,Sphere,38.2225,-85.3552778
1999,Smithville,TN,Sphere,35.9605556,-85.8141667
1999,North Las Vegas,NV,Other,36.1988889,-115.1166667
1999,Burlingame,CA,Other,37.5841667,-122.365
1999,Kayenta,AZ,Formation,36.7277778,-110.2538889
1999,Rocky Mount,NC,Formation,35.9380556,-77.7908333
1999,Lafayette,CO,Other,39.9936111,-105.0891667
1999,Columbia,MO,Chevron,38.9516667,-92.3338889
1999,Woodbury,MN,Rectangle,44.9238889,-92.9591667
1999,Oklahoma City,OK,Sphere,35.4675,-97.5161111
1999,Overland Park,KS,Diamond,38.9822222,-94.6705556
1999,Seattle (Belmont &Amp; Pike Intersection),WA,Other,47.6063889,-122.3308333
1999,Ringgold,GA,Sphere,34.9158333,-85.1091667
1999,San Rafael,CA,Pyramid,37.9736111,-122.53
1999,Erie (Green Township),PA,Sphere,42.1291667,-80.0852778
1999,Sandusky,OH,Sphere,41.4488889,-82.7080556
1999,Raymond,ME,Pyramid,43.9013889,-70.4708333
1999,Franklin,TN,Other,35.925,-86.8688889
1999,Conway,SC,Sphere,33.8358333,-79.0480556
1999,Denver,CO,Other,39.7391667,-104.9841667
1999,Sumrall,MS,Other,31.4172222,-89.5422222
1999,Cliffside Park,NJ,Other,40.8213889,-73.9880556
1999,Tucson,AZ,Pyramid,32.2216667,-110.9258333
1999,Sumrall,MS,Other,31.4172222,-89.5422222
1999,Braintree,MA,Formation,42.2222222,-71
1999,Columbus,OH,Pyramid,39.9611111,-82.9988889
1999,Houston,TX,Pyramid,29.7630556,-95.3630556
1999,Columbus,OH,Pyramid,39.9611111,-82.9988889
1999,Carlsbad,CA,Pyramid,33.1580556,-117.3497222
1999,Redding,CA,Other,40.5866667,-122.3905556
1999,Houston,TX,Sphere,29.7630556,-95.3630556
1999,Houston,TX,Formation,29.7630556,-95.3630556
1999,Cleveland,GA,Disk,34.5969444,-83.7633333
1999,Edison,NJ,Formation,40.5186111,-74.4125
1999,St. Petersburg,FL,Formation,27.7705556,-82.6794444
1999,San Diego,CA,Formation,32.7152778,-117.1563889
1999,Denver,CO,Other,39.7391667,-104.9841667
1999,Indio,CA,Pyramid,33.7205556,-116.2147222
